Name,Race,Grade,Rarity,6★ HP,6★ Strength,6★ Magic,6★ Vitality,6★ Agility,6★ Luck,Phys,Fire,Ice,Elec,Force,Light,Dark,Skill 1,Skill 2,Skill 3,Clear Archetype,Red Archetype,Yellow Archetype,Purple Archetype,Teal Archetype,Red Gacha,Yellow Gacha,Purple Gacha,Teal Gacha,AI,PATK,PDEF,MATK,MDEF
Preta,Haunt,4,1,981 (130/190),130 (98/190),130 (112/190),130 (130/190),121 (124/190),130 (134/190),-,Weak,Resist,-,Weak,Weak,Null,"Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mudo|ムド|4 MP|Inflicts Dark (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Mabufu|マハブフ|5 MP|Inflicts Ice (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Discord|ディスコード|3 MP|Removes Charge, Concentrate and Might from All Enemies.",Good Aim|百発百中|Passive|+10% to Phys hit rate.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,603,538,603,538
Chagrin,Wilder,4,1,1258 (19/190),104 (137/190),95 (159/190),189 (19/190),147 (63/190),113 (164/190),-,Weak,-,Resist,-,-,-,Weakdi|ウィークディ|3 MP|Cures a Single Party Member of Weak. Reduces the chance of being Weakened during this wave by 30%.,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Shock|放電|4 MP|Inflicts Elec (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Mazio|マハジオ|5 MP|Inflicts Elec (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Sukukaja|スクカジャ|5 MP|Increases EV/AC of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Agility Amp I|初段の猛速|Passive|+5 to Agility.,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,N/A|,N/A|,N/A|,N/A|,Support,548,589,529,585
Cu Sith,Beast,3,1,896 (168/190),159 (69/190),112 (132/190),112 (168/190),147 (64/190),112 (165/190),-,-,-,-,-,Null,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.","Agi|アギ|4 MP|Inflicts Fire (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,Amrita|アムリタ|4 MP|Cures all status ailments of a Single Party Member.,"Sweet Bite|甘噛み|5 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy with 40% chance to inflicts Charm.

Lv2: +2% chance to inflict status ailments.
Lv3: +4% chance to inflict status ailments.
Lv4: +6% chance to inflict status ailments.
Lv5: +8% chance to inflict status ailments.
Lv6: +10% chance to inflict status ailments.
Lv7: +16% chance to inflict status ailments.","Tarukaja|タルカジャ|5 MP|Increases ATK of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,N/A|,N/A|,N/A|,N/A|,Support,663,532,565,509
Azumi,Brute,3,1,896 (167/190),112 (128/190),130 (111/190),112 (167/190),147 (62/190),139 (102/190),-,-,Resist,Weak,-,-,-,Paraladi|パララディ|3 MP|Cures a Single Party Member of Bind. Reduces the chance of being Bound during this wave by 30%.,"Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Ice Breath|アイスブレス|4 MP|Inflicts Ice (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Mabufu|マハブフ|5 MP|Inflicts Ice (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Dia|ディア|4 MP|Heals a Single Party Member with 50 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Heal,565,509,603,518
Pixie,Fairy,2,1,981 (132/190),95 (147/190),112 (133/190),130 (132/190),182 (11/190),112 (166/190),-,-,-,Resist,-,-,Weak,"Zan|ザン|4 MP|Inflicts Force (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Dia|ディア|4 MP|Heals a Single Party Member with 50 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.",N/A|,Recovery Boost|回復ブースタ|Passive|+15% to Healing skill effectiveness.,"Mazio|マハジオ|5 MP|Inflicts Elec (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Media|メディア|6 MP|Heals All Party Members with 25 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.",Resist Mute|魔封耐性|Passive|Chance of being Muted reduced by 50%.,Resist Light|破魔耐性|Passive|Adds Light Resist.,N/A|,N/A|,N/A|,N/A|,Heal,529,520,565,529
Slime,Foul,1,1,891 (172/190),129 (99/190),111 (136/190),111 (172/190),138 (80/190),129 (135/190),Weak,Weak,Weak,Weak,Weak,Weak,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,N/A|,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,600,516,563,507
Slime,Foul,1,1,891 (172/190),129 (99/190),111 (136/190),111 (172/190),138 (80/190),129 (135/190),Weak,Weak,Weak,Weak,Weak,Weak,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,N/A|,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,600,516,563,507
Slime,Foul,1,1,891 (172/190),129 (99/190),111 (136/190),111 (172/190),138 (80/190),129 (135/190),Weak,Weak,Weak,Weak,Weak,Weak,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,N/A|,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,600,516,563,507
Slime,Foul,1,1,891 (172/190),129 (99/190),111 (136/190),111 (172/190),138 (80/190),129 (135/190),Weak,Weak,Weak,Weak,Weak,Weak,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,N/A|,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,600,516,563,507
Slime,Foul,1,1,891 (172/190),129 (99/190),111 (136/190),111 (172/190),138 (80/190),129 (135/190),Weak,Weak,Weak,Weak,Weak,Weak,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,N/A|,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,600,516,563,507
Slime,Foul,1,1,891 (172/190),129 (99/190),111 (136/190),111 (172/190),138 (80/190),129 (135/190),Weak,Weak,Weak,Weak,Weak,Weak,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,N/A|,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,600,516,563,507
Slime,Foul,1,1,891 (172/190),129 (99/190),111 (136/190),111 (172/190),138 (80/190),129 (135/190),Weak,Weak,Weak,Weak,Weak,Weak,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,N/A|,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,600,516,563,507
Slime,Foul,1,1,891 (172/190),129 (99/190),111 (136/190),111 (172/190),138 (80/190),129 (135/190),Weak,Weak,Weak,Weak,Weak,Weak,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,N/A|,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,600,516,563,507
Slime,Foul,1,1,891 (172/190),129 (99/190),111 (136/190),111 (172/190),138 (80/190),129 (135/190),Weak,Weak,Weak,Weak,Weak,Weak,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,N/A|,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,600,516,563,507
Slime,Foul,1,1,891 (172/190),129 (99/190),111 (136/190),111 (172/190),138 (80/190),129 (135/190),Weak,Weak,Weak,Weak,Weak,Weak,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,N/A|,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,600,516,563,507
Slime,Foul,1,1,891 (172/190),129 (99/190),111 (136/190),111 (172/190),138 (80/190),129 (135/190),Weak,Weak,Weak,Weak,Weak,Weak,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,N/A|,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,600,516,563,507
Slime,Foul,1,1,891 (172/190),129 (99/190),111 (136/190),111 (172/190),138 (80/190),129 (135/190),Weak,Weak,Weak,Weak,Weak,Weak,-,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Life Bonus|一分の活泉|Passive|+10% to Max HP.,N/A|,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,600,516,563,507
